"ASV","species","average","overall","sd","ratio","ava","avb","ord","cusum","p","Comparison","Position","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"4f9bf7b3ef21c6d2e9860e64f5b3ade7","4f9bf7b3ef21c6d2e9860e64f5b3ade7",0.00588912295386905,0.868761683407738,0.00570268930347183,1.03269223351932,41.7325,164.756,6062,1,0.011,"latrine_inside_veg_patch_inside",6560,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"0a11acf604b15b02f9d05f9363c8471c","0a11acf604b15b02f9d05f9363c8471c",0.00587674107142857,0.868761683407738,0.0105267662139466,0.558266513380208,0,150.444571428571,5322,1,0.001,"latrine_inside_veg_patch_inside",6365,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes"
"460d55d5f44ebdd942538d03850a0bd1","460d55d5f44ebdd942538d03850a0bd1",0.00521432477678571,0.868761683407738,0.00450823481284306,1.15662226863853,140.858333333333,32.9985714285714,3204,0.993977155767139,0.02,"latrine_inside_veg_patch_inside",3524,"Eukaryota","TSAR","Stramenopiles","Gyrista","Xanthophyceae","Xanthophyceae_X","Xanthophyceae_XX"
"4f12eae4b4a0e44e8d346109050eac4e","4f12eae4b4a0e44e8d346109050eac4e",0.0042715587797619,0.868761683407738,0.00328706243862316,1.29950643150883,41.485,120.924,6539,1,0.045,"latrine_inside_veg_patch_inside",6697,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes"
"9d34c278c323eddba096154447e0e1c2","9d34c278c323eddba096154447e0e1c2",0.00395883835565476,0.868761683407738,0.00345046845086029,1.14733359021663,28.8075,105.232285714286,6727,0.999830510372911,0.011,"latrine_inside_veg_patch_inside",4477,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA
"ff13b38588402a2de3d0150de322c97f","ff13b38588402a2de3d0150de322c97f",0.0230129029017857,0.845704920758929,0.0157178895504131,1.4641216830017,250.3118,702.504,5000,1,0.003,"latrine_outside_veg_patch_inside",6314,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina",NA
"1b0c2b321fc8c72ff6469f6453421821","1b0c2b321fc8c72ff6469f6453421821",0.0101806026785714,0.845704920758929,0.0109242390462185,0.931927856530705,119.1388,296.577428571429,4885,0.949835138522286,0.029,"latrine_outside_veg_patch_inside",1768,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X"
"b106ab99a379aa5139a05714fd2c6eff","b106ab99a379aa5139a05714fd2c6eff",0.00827101953125,0.845704920758929,0.0164895068781152,0.501592897373254,12.8825,208.816857142857,3205,1,0.013,"latrine_outside_veg_patch_inside",5812,"Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota",NA,NA
"d56dd3cb50c03f5263a335a7c412eda6","d56dd3cb50c03f5263a335a7c412eda6",0.008126203125,0.845704920758929,0.0129942490609507,0.625369198857382,7.8916,208.006285714286,5943,1,0.002,"latrine_outside_veg_patch_inside",6545,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"8f184e77c70cd4ae34e60a54e9508b44","8f184e77c70cd4ae34e60a54e9508b44",0.00676400055803571,0.845704920758929,0.0157075108249351,0.430622052941586,9.6741,166.505428571429,6720,1,0.042,"latrine_outside_veg_patch_inside",6736,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes"
"4f9bf7b3ef21c6d2e9860e64f5b3ade7","4f9bf7b3ef21c6d2e9860e64f5b3ade7",0.00598485770089286,0.845704920758929,0.00567826172954086,1.05399468815552,48.2921,164.756,5962,1,0.006,"latrine_outside_veg_patch_inside",6560,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Dothideomycetes"
"0a11acf604b15b02f9d05f9363c8471c","0a11acf604b15b02f9d05f9363c8471c",0.00587674107142857,0.845704920758929,0.0105014918288256,0.559610117040462,0,150.444571428571,5219,1,0.001,"latrine_outside_veg_patch_inside",6365,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Orbiliomycetes"
"9d34c278c323eddba096154447e0e1c2","9d34c278c323eddba096154447e0e1c2",0.00407926506696429,0.845704920758929,0.00356281884011685,1.14495438865213,22.0791,105.232285714286,4277,0.998101381134778,0.01,"latrine_outside_veg_patch_inside",4477,"Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA
"fff41590d2b4b92479923ec385e8a313","fff41590d2b4b92479923ec385e8a313",0.00381172154017857,0.845704920758929,0.00710352016655653,0.53659614540467,4.9743,95.8637142857143,3550,0.999441978090211,0.006,"latrine_outside_veg_patch_inside",4859,"Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX"
"680bb3959c201cf4ad78d11e64192ab5","680bb3959c201cf4ad78d11e64192ab5",0.00374447991071429,0.845704920758929,0.00267067366710608,1.40207317608061,40.6312,97.2931428571429,5012,1,0.021,"latrine_outside_veg_patch_inside",6320,"Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina",NA
